강좌번호,학점,교과목명,구분,시간,개설대학,담당교수,성향,강의시간,시간벡터
CLTR0001-001,3.0,국어와 매체언어,교양,"화 1A,1B,2A
목 2B,3A,3B",인문대학,황지윤,"1,3,1,3,1,3,0,3,3,0,2,1,3,3,0,1","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0044-001,3.0,철학의이해,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,홍우람,"1,2,1,0,3,1,2,2,3,0,1,2,2,0,2,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0053-001,3.0,한국의문학과영화,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,김동현,"3,0,3,1,0,3,3,3,3,0,1,0,2,2,2,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0205-001,3.0,대학글쓰기,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,유신지,"1,3,2,0,0,0,3,0,0,2,2,2,2,2,3,3","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0210-001,3.0,명저읽기와 토론,교양,"화 7A,7B,8A
목 7A,7B,8A",인문대학,정우락,"1,3,0,0,3,0,3,0,0,1,3,2,1,0,1,0","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0462-001,3.0,팔공산과 대구 문화의 이해,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,황명환,"1,1,2,3,0,3,0,3,0,1,1,3,1,2,0,2","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0527-001,3.0,한국문학과 사회,교양,"월 1A,1B,2A
수 2B,3A,3B",인문대학,김주현,"0,0,3,2,2,0,0,1,0,1,2,0,1,1,2,2","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
TCHR0465-001,3.0,국어 논리 및 논술지도,교직,"화 7A,7B,8A
화 8B,9A,9B",인문대학,김덕호,"0,3,1,2,1,0,0,2,3,3,0,0,2,2,2,0","화 15.0, 15.5, 16.0
화 16.5, 17.0, 17.5","['화 15.0', '화 15.5', '화 16.0', '화 16.5', '화 17.0', '화 17.5']"
CLTR0034-001,3.0,영어 I,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,강수진,"0,2,3,3,3,2,1,1,1,0,2,0,3,0,0,3","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0815-001,3.0,인문사회 기초통계,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,윤규원,"3,2,2,3,1,0,0,0,3,0,0,1,3,2,1,2","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
TCHR0623-001,3.0,영어교육론,교직,"화 2B,3A,3B
목 1A,1B,2A",인문대학,장종득,"1,0,2,2,2,1,2,3,1,0,1,3,2,3,2,2","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0016-001,3.0,교양한문,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,박정민,"2,1,2,1,0,3,1,2,1,1,2,3,0,0,2,1","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0038-001,3.0,스페인어,교양,"월 1A,1B,2A
수 2B,3A,3B",인문대학,김선웅,"2,0,1,2,3,1,0,3,3,0,2,1,3,2,2,3","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0040-001,3.0,스페인어 2,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,김선웅,"2,0,0,1,3,0,3,1,0,1,3,3,2,2,2,3","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0041-001,3.0,한국사,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,이명미,"0,0,0,1,1,0,3,1,1,2,3,2,1,2,1,2","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0042-001,3.0,동양의역사와문화,교양,"화 1A,1B,2A
목 2B,3A,3B",인문대학,최윤정,"2,2,2,0,0,0,0,1,0,2,0,3,2,0,2,1","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0043-001,3.0,서양의역사와문화,교양,"수 8B,9A,9B
금 8B,9A,9B",인문대학,강미경,"0,3,3,3,2,2,2,1,0,0,1,0,0,3,3,2","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0043-002,3.0,서양의역사와문화,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,김필영,"2,1,1,1,2,2,0,3,2,3,3,3,1,1,2,0","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0083-001,3.0,경제의이해,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,박상우,"0,1,1,2,2,2,1,1,0,2,3,0,0,1,3,2","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0468-001,3.0,인물로 본 서양사,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,최현미,"0,2,1,0,2,1,2,2,0,0,2,3,2,0,3,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0474-001,3.0,역사로 보는 서양기업과 기업문화,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,김건우,"2,0,1,1,0,3,2,3,3,2,1,0,0,1,3,1","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0525-001,3.0,영국의 역사와 문화,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,윤영휘,"0,0,1,2,3,2,3,0,2,1,2,2,3,2,2,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0577-001,3.0,영남학과 지방학,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,신주엽,"3,1,3,1,3,3,2,1,3,3,2,1,1,0,3,2","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0805-001,3.0,스페인·라틴아메리카의 역사와 문화,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,김선웅,"3,3,2,1,3,0,2,0,3,0,2,3,1,1,2,1","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0832-001,3.0,중국의 전통문화와 현대,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,윤재석,"2,3,2,3,1,1,3,3,2,0,3,1,3,1,3,0","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
TCHR0472-001,3.0,역사 논리 및 논술지도,교직,"수 7A,7B,8A
수 8B,9A,9B",인문대학,구소영,"1,1,3,1,3,1,3,3,2,0,0,1,0,2,3,2","수 15.0, 15.5, 16.0
수 16.5, 17.0, 17.5","['수 15.0', '수 15.5', '수 16.0', '수 16.5', '수 17.0', '수 17.5']"
TCHR0522-001,2.0,학교현장실습,교직,,인문대학,정재훈,"3,0,0,0,1,3,0,3,1,3,1,3,1,0,0,1",,[]
CLTR0044-002,3.0,철학의이해,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,정희중,"3,0,0,2,1,0,2,2,2,3,3,3,1,2,0,0","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0094-001,3.0,문화인류학의이해,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,정유진,"1,3,1,0,3,2,2,2,2,0,0,2,1,0,0,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0112-001,3.0,생활속의통계,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,송명언,"2,3,3,2,2,2,3,2,2,0,0,3,0,3,3,3","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0205-002,3.0,대학글쓰기,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,류동일,"1,2,3,3,3,0,2,3,1,2,3,0,2,2,0,2","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0508-001,3.0,인간과 언어,교양,"화 7A,7B,8A
목 7A,7B,8A",인문대학,김정일,"1,3,0,0,0,1,0,0,3,2,3,2,0,2,3,2","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0795-001,3.0,동양철학과 현대사회,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,이승율,"0,2,0,3,2,2,2,3,3,0,3,3,1,2,2,0","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0811-001,3.0,인문사회 코딩기초,교양,"금 1A,1B
금 2A,2B
금 3A,3B
금 4A,4B",인문대학,안현숙,"3,1,1,1,3,2,2,3,1,2,3,1,1,2,2,1","금 9.0, 9.5
금 10.0, 10.5
금 11.0, 11.5
금 12.0, 12.5","['금 9.0', '금 9.5', '금 10.0', '금 10.5', '금 11.0', '금 11.5', '금 12.0', '금 12.5']"
CLTR0817-001,3.0,인문사회 기초물리학 및 화학,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,이영미,"2,0,1,0,0,2,2,0,1,1,0,0,2,2,0,1","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
TCHR0494-001,3.0,철학 논리 및 논술지도,교직,"금 5B,6A,6B
금 7A,7B,8A",인문대학,김재철,"3,3,1,2,3,0,0,2,3,3,0,1,0,2,2,2","금 13.5, 14.0, 14.5
금 15.0, 15.5, 16.0","['금 13.5', '금 14.0', '금 14.5', '금 15.0', '금 15.5', '금 16.0']"
CLTR0022-001,3.0,프랑스어1,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,송태미,"2,2,2,2,3,3,3,2,3,1,1,2,0,0,2,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0022-002,3.0,프랑스어1,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,김귀원,"1,2,2,3,0,3,2,0,1,3,2,0,0,2,3,3","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0023-001,3.0,프랑스어2,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,김귀원,"1,1,3,1,2,3,1,3,1,2,1,0,1,1,0,1","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0210-002,3.0,명저읽기와 토론,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,전승화,"0,2,1,1,0,2,3,0,3,3,2,1,0,2,0,2","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0503-001,3.0,신화와 상상력,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,송홍진,"0,2,3,2,2,3,3,2,0,2,1,3,1,2,1,2","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0816-001,3.0,인문사회 기초생명과학,교양,"수 8B,9A,9B
금 8B,9A,9B",인문대학,이윤호,"2,3,2,3,3,1,2,0,2,2,2,3,3,3,3,3","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0024-001,3.0,독일어1,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,김정철,"2,3,1,1,1,2,1,0,0,1,3,1,1,0,3,0","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0025-001,3.0,독일어2,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,안철택,"1,2,0,3,3,0,1,0,2,3,3,1,3,3,3,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0131-001,3.0,독일문학의 이해,교양,"화 7A,7B,8A
목 7A,7B,8A",인문대학,김정철,"1,2,2,1,0,2,3,0,0,0,0,1,2,2,1,1","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0131-002,3.0,독일문학의 이해,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,김성희,"1,0,1,3,3,2,3,1,1,1,2,3,1,0,1,1","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0806-001,3.0,토론의 준비와 실제,교양,"화 7A,7B,8A
목 7A,7B,8A",인문대학,안철택,"1,3,2,2,1,3,2,1,2,1,1,1,2,1,3,0","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0011-001,3.0,중국어1,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,정보선,"2,0,1,3,2,3,1,3,2,3,1,2,0,2,0,0","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0011-002,3.0,중국어1,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,전윤희,"0,2,2,1,2,2,1,1,1,2,2,3,1,2,2,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0012-001,3.0,중국어2,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,우병국,"1,1,0,0,0,1,0,3,3,2,3,0,3,0,0,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0126-001,3.0,중국문학의이해,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,서주영,"3,1,2,2,1,1,1,2,0,1,2,1,1,2,2,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0126-002,3.0,중국문학의이해,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,김예주,"1,3,1,3,1,3,3,3,1,3,1,0,2,1,0,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0210-003,3.0,명저읽기와 토론,교양,"수 8B,9A,9B
금 8B,9A,9B",인문대학,이지은,"0,0,3,2,2,0,3,3,2,0,3,1,2,3,0,2","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0554-001,3.0,비즈니스 중국어,교양,"수 8B,9A,9B
금 8B,9A,9B",인문대학,맹유,"2,0,2,0,1,3,1,2,2,2,0,1,2,0,0,0","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
TCHR0493-001,3.0,중국어 논리 및 논술지도,교직,"화 5B,6A,6B
목 5B,6A,6B",인문대학,장태원,"2,1,1,2,3,2,1,1,3,1,2,1,0,1,0,1","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0046-001,3.0,고고학의 이해,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,곽승기,"2,0,3,0,1,1,2,3,2,3,1,1,2,0,2,2","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0210-005,3.0,명저읽기와 토론,교양,"화 1A,1B,2A
목 2B,3A,3B",인문대학,김희경,"1,1,2,1,0,1,2,2,1,3,0,2,1,0,2,3","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0796-001,3.0,아시아 도시의 인문 여행,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,이시활,"0,1,3,1,0,0,1,3,2,3,2,0,0,3,3,2","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0851-001,3.0,인류세 생태문화와 평화학,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,박충환,"3,3,0,1,0,1,1,2,3,2,2,2,0,3,0,0","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0032-001,3.0,일어 I,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,이자호,"3,0,2,0,3,0,2,0,0,3,3,1,0,3,0,0","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0032-002,3.0,일어 I,교양,"화 1A,1B,2A
목 2B,3A,3B",인문대학,채수도,"1,3,2,0,1,0,1,3,2,0,3,1,2,0,3,2","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0033-001,3.0,일어 II,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,채수도,"1,0,1,2,1,0,1,3,1,3,2,3,2,3,3,3","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0101-002,3.0,인간과자연,교양,"월 7A,7B,8A
금 7A,7B,8A",인문대학,박충선,"2,3,3,1,2,2,0,0,1,2,1,3,1,2,1,1","월 15.0, 15.5, 16.0
금 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '금 15.0', '금 15.5', '금 16.0']"
CLTR0128-001,3.0,일본문학의 이해,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,손정아,"1,2,2,2,3,1,0,1,2,2,3,2,2,0,2,3","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0208-001,3.0,심화글쓰기,교양,"화 7A,7B,8A
목 7A,7B,8A",인문대학,조헌구,"0,1,3,2,1,1,1,2,2,2,0,2,1,1,2,0","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0210-006,3.0,명저읽기와 토론,교양,"화 5B,6A,6B
목 5B,6A,6B",인문대학,조헌구,"0,3,3,0,0,3,0,0,1,1,0,3,3,1,1,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0476-001,3.0,일본어 스피치와 프리젠테이션,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,이승민,"0,1,1,0,2,0,3,2,2,2,1,1,0,3,0,2","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0583-001,3.0,일본대중문화의 이해,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,이준섭,"1,2,2,2,3,2,1,3,3,0,1,0,1,3,2,3","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
