강좌번호,학점,교과목명,구분,시간,개설대학,담당교수,성향,강의시간,시간벡터
TCHR0489-001,3.0,일본어 논리 및 논술지도,교직,"화 1A,1B,2A
목 2B,3A,3B",인문대학,이현진,"2,2,0,1,3,1,2,3,2,0,1,3,2,2,1,3","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
TCHR0627-001,3.0,일본어교육론,교직,"화 2B,3A,3B
목 1A,1B,2A",인문대학,이현진,"3,3,3,1,3,0,3,2,3,0,0,3,1,3,3,1","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0016-002,3.0,교양한문,교양,"월 7A,7B,8A
금 7A,7B,8A",인문대학,우지영,"2,1,0,0,0,3,2,1,3,2,3,1,2,3,1,2","월 15.0, 15.5, 16.0
금 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '금 15.0', '금 15.5', '금 16.0']"
CLTR0016-003,3.0,교양한문,교양,"월 1A,1B,2A
수 2B,3A,3B",인문대학,박정민,"3,2,3,2,3,3,1,2,3,3,2,1,3,2,3,2","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0017-001,3.0,실용한자,교양,"화 1A,1B,2A
목 2B,3A,3B",인문대학,정병호,"2,1,1,1,0,0,1,0,3,1,1,2,2,0,2,1","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0101-003,3.0,인간과자연,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,박충선,"2,1,2,1,3,2,2,1,2,2,1,3,1,2,0,2","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0210-007,3.0,명저읽기와 토론,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,강민구,"0,1,3,3,3,1,0,0,1,1,1,1,0,0,2,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0811-002,3.0,인문사회 코딩기초,교양,"목 1A,1B
목 2A,2B
목 3A,3B
목 4A,4B",인문대학,송무희,"0,1,1,1,0,0,1,1,2,2,0,1,2,0,2,0","목 9.0, 9.5
목 10.0, 10.5
목 11.0, 11.5
목 12.0, 12.5","['목 9.0', '목 9.5', '목 10.0', '목 10.5', '목 11.0', '목 11.5', '목 12.0', '목 12.5']"
TCHR0630-001,3.0,한문교육론,교직,"화 1A,1B,2A
목 2B,3A,3B",인문대학,강민구,"3,0,0,3,2,3,2,1,0,0,3,2,3,0,1,1","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0036-001,3.0,러시아어 I,교양,"월 7A,7B,8A
금 7A,7B,8A",인문대학,정지윤,"0,3,1,1,1,2,2,0,2,1,3,0,1,3,1,2","월 15.0, 15.5, 16.0
금 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '금 15.0', '금 15.5', '금 16.0']"
CLTR0036-002,3.0,러시아어 I,교양,"수 8B,9A,9B
금 8B,9A,9B",인문대학,임수영,"1,0,2,3,1,2,1,2,3,0,2,0,3,0,3,2","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0037-001,3.0,러시아어 II,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,정지윤,"2,1,3,2,0,2,0,3,1,3,0,0,1,1,3,1","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0132-001,3.0,러시아문학의 이해,교양,"월 5B,6A,6B
금 5B,6A,6B",인문대학,이종현,"2,2,0,0,2,0,0,0,3,1,2,3,1,1,3,1","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0458-001,3.0,러시아 문화 읽기,교양,"화 8B,9A,9B
목 8B,9A,9B",인문대학,윤영순,"3,1,3,2,1,2,2,2,2,2,0,1,1,1,3,3","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0508-002,3.0,인간과 언어,교양,"화 2B,3A,3B
목 1A,1B,2A",인문대학,홍선희,"2,0,1,2,0,3,3,3,1,1,1,2,2,0,2,0","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0518-001,3.0,아름다움이란 무엇인가,교양,"수 1A,1B,2A
금 2B,3A,3B",인문대학,이강은,"1,0,3,0,0,3,0,1,0,1,3,1,1,1,0,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0613-001,3.0,동서고전의 만남,교양,"월 8B,9A,9B
수 7A,7B,8A",인문대학,김규종,"1,2,3,0,2,3,1,1,3,2,3,2,0,0,1,2","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0815-002,3.0,인문사회 기초통계,교양,"월 7A,7B,8A
금 7A,7B,8A",인문대학,오지은,"1,3,2,2,2,3,0,2,0,1,1,3,1,0,1,0","월 15.0, 15.5, 16.0
금 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '금 15.0', '금 15.5', '금 16.0']"
TCHR0480-001,3.0,러시아어 논리 및 논술지도,교직,"화 4A,4B,5A
목 4A,4B,5A",인문대학,윤영순,"0,0,0,0,0,3,1,1,3,2,0,2,3,0,0,3","화 12.0, 12.5, 13.0
목 12.0, 12.5, 13.0","['화 12.0', '화 12.5', '화 13.0', '목 12.0', '목 12.5', '목 13.0']"
TCHR0591-001,3.0,러시아어교육론,교직,"월 10A,10B,11A
수 10A,10B,11A",인문대학,윤영순,"1,2,0,0,1,2,3,0,1,3,3,3,3,1,3,2","월 18.0, 18.5, 19.0
수 18.0, 18.5, 19.0","['월 18.0', '월 18.5', '월 19.0', '수 18.0', '수 18.5', '수 19.0']"
CLTR0128-002,3.0,일본문학의 이해,교양,"월 2B,3A,3B
금 1A,1B,2A",인문대학,조헌구,"3,3,1,2,2,0,3,3,1,1,2,2,2,1,2,3","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0016-004,3.0,교양한문,교양,"화 2B,3A,3B
목 1A,1B,2A",사회과학대학,정지아,"0,0,2,0,0,0,0,0,0,3,3,2,3,0,2,0","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0041-002,3.0,한국사,교양,"화 1A,1B,2A
목 2B,3A,3B",사회과학대학,김현주,"2,2,3,3,1,3,2,3,1,1,0,2,3,0,3,0","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0061-001,3.0,정치학의 이해,교양,"금 2B,3A,3B
금 4A,4B,5A",사회과학대학,김석준,"2,2,3,0,1,1,1,1,0,2,1,3,1,0,1,0","금 10.5, 11.0, 11.5
금 12.0, 12.5, 13.0","['금 10.5', '금 11.0', '금 11.5', '금 12.0', '금 12.5', '금 13.0']"
CLTR0101-004,3.0,인간과자연,교양,"월 8B,9A,9B
수 7A,7B,8A",사회과학대학,박충선,"1,0,0,1,0,1,0,1,3,3,0,0,3,0,2,1","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0588-001,3.0,중국정치이야기,교양,"화 2B,3A,3B
목 1A,1B,2A",사회과학대학,이정태,"1,3,1,1,3,1,3,0,3,2,0,3,3,1,3,3","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0069-001,3.0,인간과성,교양,"월 1A,1B,2A
수 2B,3A,3B",사회과학대학,최경화,"1,2,3,2,2,1,1,2,3,1,3,1,0,2,0,3","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0082-001,3.0,매스컴과 사회,교양,"화 5B,6A,6B
목 5B,6A,6B",사회과학대학,이강형,"1,1,0,0,0,2,2,0,3,3,3,0,0,3,3,2","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0190-001,3.0,젠더와 사회,교양,"화 5B,6A,6B
목 5B,6A,6B",사회과학대학,최경화,"1,1,0,3,3,3,0,3,0,0,2,3,2,1,1,0","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0205-003,3.0,대학글쓰기,교양,"수 8B,9A,9B
금 8B,9A,9B",사회과학대학,김경미,"0,3,0,1,3,0,0,1,2,3,1,2,1,3,1,3","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0271-001,3.0,독서로 세상보기,교양,"월 2B,3A,3B
금 1A,1B,2A",사회과학대학,박경,"3,1,0,0,1,0,0,1,3,1,1,2,1,0,0,1","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0373-001,3.0,빅데이터 기초 실습,교양,"수 1A,1B
수 2A,2B
수 3A,3B
수 4A,4B",사회과학대학,조현숙,"1,0,2,3,2,3,3,2,0,2,3,2,0,3,2,1","수 9.0, 9.5
수 10.0, 10.5
수 11.0, 11.5
수 12.0, 12.5","['수 9.0', '수 9.5', '수 10.0', '수 10.5', '수 11.0', '수 11.5', '수 12.0', '수 12.5']"
CLTR0594-001,3.0,문화와 일상,교양,"화 8B,9A,9B
화 10A,10B,11A",사회과학대학,천선영,"0,0,3,2,1,0,2,2,3,3,2,1,0,1,2,1","화 16.5, 17.0, 17.5
화 18.0, 18.5, 19.0","['화 16.5', '화 17.0', '화 17.5', '화 18.0', '화 18.5', '화 19.0']"
CLTR0682-001,3.0,대중음악과 사회,교양,"월 5B,6A,6B
금 5B,6A,6B",사회과학대학,정은경,"2,2,1,3,0,2,1,1,2,1,0,2,1,1,2,2","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0815-003,3.0,인문사회 기초통계,교양,"화 8B,9A,9B
목 8B,9A,9B",사회과학대학,석혜은,"1,2,0,3,3,2,0,1,2,0,1,3,1,3,3,3","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0840-001,3.0,사회학적 상상력과 현대 사회,교양,"화 5B,6A,6B
목 5B,6A,6B",사회과학대학,이상직,"0,2,3,1,3,1,1,2,0,2,0,1,1,2,2,1","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0840-002,3.0,사회학적 상상력과 현대 사회,교양,"월 7A,7B,8A
금 7A,7B,8A",사회과학대학,정은경,"3,2,1,0,2,3,0,0,3,2,2,3,2,3,2,2","월 15.0, 15.5, 16.0
금 15.0, 15.5, 16.0","['월 15.0', '월 15.5', '월 16.0', '금 15.0', '금 15.5', '금 16.0']"
CLTR0045-001,3.0,논리와 비판적 사고,교양,"화 7A,7B,8A
목 7A,7B,8A",사회과학대학,조영준,"0,3,1,3,2,0,0,2,0,0,1,1,0,2,2,2","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0073-001,3.0,현대사회와 윤리,교양,"수 8B,9A,9B
금 8B,9A,9B",사회과학대학,김경수,"0,2,3,0,3,3,1,2,1,2,0,0,3,2,1,1","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0101-005,3.0,인간과자연,교양,"화 2B,3A,3B
목 1A,1B,2A",사회과학대학,최재우,"2,0,2,2,1,2,3,2,2,0,2,2,1,1,1,2","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
CLTR0205-004,3.0,대학글쓰기,교양,"화 5B,6A,6B
목 5B,6A,6B",사회과학대학,김도경,"1,3,1,2,2,3,0,2,0,1,2,2,2,0,0,0","화 13.5, 14.0, 14.5
목 13.5, 14.0, 14.5","['화 13.5', '화 14.0', '화 14.5', '목 13.5', '목 14.0', '목 14.5']"
CLTR0531-001,3.0,현대지리학의 이해,교양,"월 8B,9A,9B
수 7A,7B,8A",사회과학대학,전병운,"3,0,2,3,1,2,2,3,2,2,1,1,3,1,3,3","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0531-002,3.0,현대지리학의 이해,교양,"월 2B,3A,3B
금 1A,1B,2A",사회과학대학,유하나,"3,2,0,2,1,1,1,1,2,2,1,3,2,3,3,2","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0103-001,3.0,과학사의이해,교양,"월 1A,1B,2A
수 2B,3A,3B",사회과학대학,오동원,"2,1,1,2,2,3,0,2,0,0,3,0,0,2,2,1","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0811-003,3.0,인문사회 코딩기초,교양,"월 6A,6B
월 7A,7B
월 8A,8B
월 9A,9B",사회과학대학,송무희,"3,1,3,2,2,1,2,0,2,2,3,0,2,0,2,0","월 14.0, 14.5
월 15.0, 15.5
월 16.0, 16.5
월 17.0, 17.5","['월 14.0', '월 14.5', '월 15.0', '월 15.5', '월 16.0', '월 16.5', '월 17.0', '월 17.5']"
CLTR0815-004,3.0,인문사회 기초통계,교양,"화 1A,1B,2A
목 2B,3A,3B",사회과학대학,석혜은,"0,0,3,2,2,0,3,3,1,1,3,2,0,1,1,3","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0045-002,3.0,논리와 비판적 사고,교양,"월 2B,3A,3B
금 1A,1B,2A",사회과학대학,배다빈,"2,0,2,0,0,1,3,2,1,3,2,0,1,3,0,1","월 10.5, 11.0, 11.5
금 9.0, 9.5, 10.0","['월 10.5', '월 11.0', '월 11.5', '금 9.0', '금 9.5', '금 10.0']"
CLTR0078-001,3.0,심리학의이해,교양,"월 2B,3A,3B
월 4A,4B,5A",사회과학대학,김지호,"3,1,2,3,3,2,3,0,3,2,1,1,3,2,1,1","월 10.5, 11.0, 11.5
월 12.0, 12.5, 13.0","['월 10.5', '월 11.0', '월 11.5', '월 12.0', '월 12.5', '월 13.0']"
CLTR0205-005,3.0,대학글쓰기,교양,"월 1A,1B,2A
수 2B,3A,3B",사회과학대학,유신지,"0,2,2,1,2,2,1,2,1,1,3,3,0,0,2,2","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0508-003,3.0,인간과 언어,교양,"화 1A,1B,2A
목 2B,3A,3B",사회과학대학,길윤미,"2,3,2,2,3,1,2,3,3,0,1,0,0,0,1,2","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0816-002,3.0,인문사회 기초생명과학,교양,"수 8B,9A,9B
금 8B,9A,9B",사회과학대학,김진길,"3,1,2,3,3,2,3,3,0,3,3,2,0,0,1,2","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0058-001,3.0,자원봉사활동,교양,"수 5A,5B
수 6A,6B
토 5A,5B
토 6A,6B",사회과학대학,이경은,"0,3,1,2,3,0,0,2,1,0,2,0,1,3,2,3","수 13.0, 13.5
수 14.0, 14.5
토 13.0, 13.5
토 14.0, 14.5","['수 13.0', '수 13.5', '수 14.0', '수 14.5', '토 13.0', '토 13.5', '토 14.0', '토 14.5']"
CLTR0058-002,3.0,자원봉사활동,교양,"월 5A,5B
월 6A,6B
토 5A,5B
토 6A,6B",사회과학대학,김유진,"0,1,2,1,3,0,0,1,3,1,1,0,1,1,2,1","월 13.0, 13.5
월 14.0, 14.5
토 13.0, 13.5
토 14.0, 14.5","['월 13.0', '월 13.5', '월 14.0', '월 14.5', '토 13.0', '토 13.5', '토 14.0', '토 14.5']"
CLTR0107-001,3.0,자연과환경,교양,"화 8B,9A,9B
목 8B,9A,9B",사회과학대학,정맹준,"3,1,1,1,1,0,0,2,0,3,2,2,1,0,1,0","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0210-008,3.0,명저읽기와 토론,교양,"월 8B,9A,9B
수 7A,7B,8A",사회과학대학,신창환,"1,0,0,1,3,2,2,1,3,3,3,0,2,1,3,0","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0210-009,3.0,명저읽기와 토론,교양,"월 8B,9A,9B
수 7A,7B,8A",사회과학대학,김유진,"1,0,0,2,3,2,1,1,3,1,1,0,1,3,2,1","월 16.5, 17.0, 17.5
수 15.0, 15.5, 16.0","['월 16.5', '월 17.0', '월 17.5', '수 15.0', '수 15.5', '수 16.0']"
CLTR0518-002,3.0,아름다움이란 무엇인가,교양,"화 1A,1B,2A
목 2B,3A,3B",사회과학대학,박미정,"0,0,2,2,0,1,1,3,0,2,2,1,0,1,3,1","화 9.0, 9.5, 10.0
목 10.5, 11.0, 11.5","['화 9.0', '화 9.5', '화 10.0', '목 10.5', '목 11.0', '목 11.5']"
CLTR0815-005,3.0,인문사회 기초통계,교양,"월 5B,6A,6B
금 5B,6A,6B",사회과학대학,윤규원,"1,1,3,2,3,2,3,3,1,0,3,1,0,2,3,2","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0857-001,3.0,인류의 지속가능한 성장은 가능한가? : SDGs의 이해와 실천,교양,"금 5B,6A,6B
금 7A,7B,8A",사회과학대학,신창환,"3,1,2,1,2,1,3,3,1,0,1,1,2,1,0,3","금 13.5, 14.0, 14.5
금 15.0, 15.5, 16.0","['금 13.5', '금 14.0', '금 14.5', '금 15.0', '금 15.5', '금 16.0']"
CLTR0082-002,3.0,매스컴과 사회,교양,"수 1A,1B,2A
금 2B,3A,3B",사회과학대학,조철래,"3,0,2,3,1,3,0,0,2,1,3,0,2,0,0,0","수 9.0, 9.5, 10.0
금 10.5, 11.0, 11.5","['수 9.0', '수 9.5', '수 10.0', '금 10.5', '금 11.0', '금 11.5']"
CLTR0101-006,3.0,인간과자연,교양,"화 8B,9A,9B
목 8B,9A,9B",사회과학대학,정무열,"3,1,2,0,2,0,2,3,3,3,0,2,3,3,2,3","화 16.5, 17.0, 17.5
목 16.5, 17.0, 17.5","['화 16.5', '화 17.0', '화 17.5', '목 16.5', '목 17.0', '목 17.5']"
CLTR0205-006,3.0,대학글쓰기,교양,"수 8B,9A,9B
금 8B,9A,9B",사회과학대학,김상모,"0,0,3,3,1,3,2,3,3,0,1,3,3,0,1,0","수 16.5, 17.0, 17.5
금 16.5, 17.0, 17.5","['수 16.5', '수 17.0', '수 17.5', '금 16.5', '금 17.0', '금 17.5']"
CLTR0515-001,3.0,과학기술과 윤리,교양,"화 7A,7B,8A
목 7A,7B,8A",사회과학대학,박대원,"0,0,2,1,2,0,3,0,3,3,2,1,1,2,0,3","화 15.0, 15.5, 16.0
목 15.0, 15.5, 16.0","['화 15.0', '화 15.5', '화 16.0', '목 15.0', '목 15.5', '목 16.0']"
CLTR0815-006,3.0,인문사회 기초통계,교양,"월 5B,6A,6B
금 5B,6A,6B",사회과학대학,오지은,"3,3,3,3,3,3,2,3,0,3,1,0,3,3,0,0","월 13.5, 14.0, 14.5
금 13.5, 14.0, 14.5","['월 13.5', '월 14.0', '월 14.5', '금 13.5', '금 14.0', '금 14.5']"
CLTR0034-002,3.0,영어 I,교양,"월 1A,1B,2A
수 2B,3A,3B",사회과학대학,,"1,0,1,0,1,0,0,1,1,1,1,2,3,0,2,3","월 9.0, 9.5, 10.0
수 10.5, 11.0, 11.5","['월 9.0', '월 9.5', '월 10.0', '수 10.5', '수 11.0', '수 11.5']"
CLTR0205-007,3.0,대학글쓰기,교양,"화 2B,3A,3B
목 1A,1B,2A",사회과학대학,박은하,"1,3,0,2,2,0,0,0,3,1,0,3,3,1,1,2","화 10.5, 11.0, 11.5
목 9.0, 9.5, 10.0","['화 10.5', '화 11.0', '화 11.5', '목 9.0', '목 9.5', '목 10.0']"
FUTR0245-001,2.0,전공탐색(사회과학대학 자율학부),일반선택,"금 3A,3B
금 4A,4B",사회과학대학,강우진,"2,2,0,2,2,3,0,1,1,3,2,0,3,2,1,3","금 11.0, 11.5
금 12.0, 12.5","['금 11.0', '금 11.5', '금 12.0', '금 12.5']"
